POOL_NAME,PLATFORM,COUNT(TX_HASH)
BUG-NXS 3000 60  UNI-V4 LP,uniswap-v4,1
CElon-WETH,uniswap-v2,1
0x557...c0be-WETH,uniswap-v2,1
HRVSTR-WETH,uniswap-v2,74
WETH-COMO,uniswap-v2,1
0x4d7...21a0-WETH,uniswap-v2,2
0x94e...b321-WETH,uniswap-v2,4
BBHOPPY-WETH,uniswap-v2,1
$Teat-WETH,uniswap-v2,1
WETH-SICK,uniswap-v2,1
CumJizzSquirtBDSMAnalPornInu-WETH,uniswap-v2,1
ANONSXAI-WETH,uniswap-v2,1
WETH-SERAPH 3000 60 UNI-V3 LP,uniswap-v3,2
WETH-THELON,uniswap-v2,3
VBEE-USDT,uniswap-v2,1
GUIDE-USDT 3000 60 UNI-V3 LP,uniswap-v3,1
DP-WETH,uniswap-v2,1
HKMT-USDT,uniswap-v2,1
BAOSHIBA-WETH,uniswap-v2,1
WETH-HB,uniswap-v2,37
CYBER-WETH,hashflow-v3,1
ETH-TREAT 5000 100  UNI-V4 LP,uniswap-v4,8
ETH-GROK3 500 10  UNI-V4 LP,uniswap-v4,15
ETH-GROK3 100 1  UNI-V4 LP,uniswap-v4,10
0x098...5c03-WETH,uniswap-v2,4
TRAKR-WETH,uniswap-v2,2
BADAI-WETH,uniswap-v2,34
$TANK-WETH,uniswap-v2,1
WETH-XRPump,uniswap-v2,1
ETH-AkitaRising 3000 60  UNI-V4 LP,uniswap-v4,1
BPLC-WETH,uniswap-v2,1
QRP-GOLDT,uniswap-v2,1
WETH-BRIBE,sushiswap,1
SMUPPY-WETH,uniswap-v2,1
PԐPԐ-WETH,uniswap-v2,1
WETH-Convex Finance Ergo,uniswap-v2,1
uniBTC-WBTC 7000 140  UNI-V4 LP,uniswap-v4,10
PYUSD-USDT 500 10  UNI-V4 LP,uniswap-v4,4
WETH-0xeb2...e920,uniswap-v2,6
0x636...fce5-WETH,uniswap-v2,6
0xa49...4a78-WETH,uniswap-v2,4
AIRQUB-WETH,uniswap-v2,1
THEGMF-WETH,uniswap-v2,1
0x28a...ca1e-WETH,uniswap-v2,7
WETH-0xc84...1769,uniswap-v2,1
0xa20...481c-WETH,uniswap-v2,4
💳🗽AMEX-WETH,uniswap-v2,21
SYNAX-WETH,uniswap-v2,73
0x561...51bc-WETH,uniswap-v2,7
ZKCEX-WETH,uniswap-v2,2
ETH-FROGGIES 3000 60  UNI-V4 LP,uniswap-v4,6
DOOK-WETH,uniswap-v2,2
METAWIN-WETH,uniswap-v2,3
WETH-SNET,uniswap-v2,1
DEFIANCE-WETH,uniswap-v2,1
WETH-DVC,uniswap-v2,1
0x12f...0d8e-WETH,uniswap-v2,6
DWRLD-WETH,uniswap-v2,2
WETH-degenAPEpumpCHADburn,uniswap-v2,1
USDT-XIN 500 10  UNI-V4 LP,uniswap-v4,7
WETH-👽GMUSK,uniswap-v2,7
WETH-stETH,woofi,1
0x5d2...c7ff-WETH,uniswap-v2,5
DAI-MIS,sushiswap,1
FLY-SHIB,uniswap-v2,1
A3-WETH,uniswap-v2,2
dev-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
Miyamoto-WETH,uniswap-v2,1
WETH-HOPEI,uniswap-v2,4
WETH-TBN,uniswap-v2,71
WETH-GROYPER,uniswap-v2,35
EVRY-USDT,kyberswap-v1,5
WETH-Soros,uniswap-v2,3
ETPw-WETH,uniswap-v2,2
Pogai-WETH,uniswap-v2,190
CLOVER-WETH,uniswap-v2,1
BDORKL-WETH,uniswap-v2,1
0x489...200e-WETH,uniswap-v2,1
DOBBY-WETH,uniswap-v2,1
WETH-MOONKIN 10000 200 UNI-V3 LP,uniswap-v3,6
0x825...a452-WETH,uniswap-v2,6
WETH-0xcbf...1d51,uniswap-v2,12
WETH-0xd62...0cc5,uniswap-v2,6
0x88e...00b9-WETH,uniswap-v2,4
TTR-WETH,uniswap-v2,20
S.H.I.B-WETH,uniswap-v2,1
USDV-USDC 100 1  UNI-V4 LP,uniswap-v4,5
PPET-WETH,uniswap-v2,1
WETH-DZAR,uniswap-v2,3
BN-WETH,dodo-v2,4
Victim-WETH,uniswap-v2,1
0x888...6ea0-WETH,uniswap-v2,1
0x450...0a20-WETH,uniswap-v2,4
WETH-PLESK,uniswap-v2,31
$GARBAGE-WETH,uniswap-v2,3
TIN-TAR,uniswap-v2,2
DLPEPE-WETH,uniswap-v2,1
0x787...ac4d-USDC,uniswap-v2,7
SPHRI-WETH,uniswap-v2,3
0x96b...a550-WETH,uniswap-v2,2
KC-WETH,sushiswap,1
смурфкот-о-лантерн-WETH,uniswap-v2,2
WETH-COLAI,uniswap-v2,3
WETH-ALPHABET,uniswap-v2,2
0x5b9...b2ef-WETH,uniswap-v2,1
USDC-69420,sushiswap,1
WETH-SATAN,uniswap-v2,1
UniV-WETH,uniswap-v2,1
BTCDON-WETH,uniswap-v2,1
TTW-WETH,uniswap-v2,4
WETH-0xf62...f5ce,uniswap-v2,1
USDC-BNB 3000 60  UNI-V4 LP,uniswap-v4,1
WETH-KOP,uniswap-v2,1
MILOS-WETH,uniswap-v2,2
USDT-USDT 15001 300  UNI-V4 LP,uniswap-v4,1
0xaba...cc8e-WETH,uniswap-v2,4
VPANDA-WETH,uniswap-v2,27
LABS-USDT,uniswap-v2,1
WETH-PIL,sushiswap,6
WETH-YFIII,uniswap-v2,2
0x05f...a784-WETH,uniswap-v2,5
THART-WETH,uniswap-v2,41
WETH-NOPLEBS,uniswap-v2,1
0x834...7ddd-WETH,uniswap-v2,5
WETH-FkBEN,uniswap-v2,2
0x793...f716-WETH,pancakeswap-v2,2
MYSTERY-BOYS 10000 200  UNI-V4 LP,uniswap-v4,3
POGAI-WETH,uniswap-v2,173
0xa44...5be9-WETH,uniswap-v2,6
HEM-WETH,uniswap-v2,1
WETH-YG,uniswap-v2,1
0x96a...21c9-WETH,uniswap-v2,7
0x464...94a0-WETH,uniswap-v2,2
ETH-0xc50...a52e 3000 60  UNI-V4 LP,uniswap-v4,1
SHIBALLER-USDC,uniswap-v2,1
DAI-Shidai,uniswap-v2,1
WETH-0xf87...8e3b,uniswap-v2,2
ELMA-WETH,uniswap-v2,1
FKAPED-WETH,uniswap-v2,1
UDP-WETH,uniswap-v2,1
WETH-0xffe...e4ba,uniswap-v2,1
GROKAI-WETH,uniswap-v2,1
ARIA-WETH,uniswap-v2,293
WETH-1979,uniswap-v2,1
USDC-USDT 60 1  UNI-V4 LP,uniswap-v4,1
grokcoin-WETH,uniswap-v2,1
TSUCAKE-WETH,pancakeswap-v2,4
0x93a...0022-WETH,uniswap-v2,9
DAI-天命令 10000 200 UNI-V3 LP,uniswap-v3,1
GOGETA-WETH,uniswap-v2,3
0x0fd...28d0-WETH,uniswap-v2,1
NLK-WETH,uniswap-v2,2
WETH-TPI,uniswap-v2,1
AITOOLS-WETH,uniswap-v2,1
WETH-MrsSPONGE,uniswap-v2,1
TRUMP25-WETH,uniswap-v2,2
0x324...841b-WETH,uniswap-v2,1
0x002...8ca0-WETH,uniswap-v2,7
F12-WETH,uniswap-v2,2
CVILI-WETH,uniswap-v2,1
testSce-WETH,uniswap-v2,15
LUX-WETH 100 1 UNI-V3 LP,uniswap-v3,1
$VM-WETH,uniswap-v2,34
AIFY-WETH,uniswap-v2,77
LINA-WETH,woofi,1
WETH-0xc14...9f96,uniswap-v2,6
WETH-0xd97...2ec3,uniswap-v2,5
WETH-F.A.F.O,uniswap-v2,124
WETH-DRGN 3000 60 UNI-V3 LP,uniswap-v3,2
DAI-USDC 50 1  UNI-V4 LP,uniswap-v4,1
0x6b9...3701-WETH,uniswap-v2,6
0x1b9...c9ae-WETH,uniswap-v2,1
WETH-0xcc1...9a93,uniswap-v2,4
WETH-DONALDMUSK,uniswap-v2,1
WETH-兔年,uniswap-v2,1
BINE-WETH,uniswap-v2,1
Anju-WETH,uniswap-v2,13
0x5ff...0e3b-WETH,uniswap-v2,5
Ethereum is for Stage 1 appchains-WETH,uniswap-v2,72
WETH-barterblex,uniswap-v2,2
DeepAi-WETH,uniswap-v2,1
PEPESPERM-WETH,uniswap-v2,4
TRUSK-WETH,uniswap-v2,1
DAI-stETH,hashflow-v3,1
Bybit-WETH,uniswap-v2,188
EAGLEEYE-WETH,uniswap-v2,12
DRUK-WETH,uniswap-v2,1
ETH-USDC 35 1  UNI-V4 LP,uniswap-v4,10
0x7b1...9d1d-WETH,uniswap-v2,4
CIRCLE-WETH,uniswap-v2,1
WSHI-WETH,uniswap-v2,2
0x917...b945-WETH,uniswap-v2,2
MARKO-WETH,uniswap-v2,1
Tyranny-WETH,uniswap-v2,159
WETH-TFD,uniswap-v2,1
WETH-WOWOWOWCHAOS,uniswap-v2,6
Resshin-WETH,uniswap-v2,3
DOGELON2.0-WETH,uniswap-v2,5
$FOXIE-WETH,uniswap-v2,29
EXO-WETH,uniswap-v2,75
KAMA-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
ZETHEREUM-WETH,uniswap-v2,1
FACEPALM-WETH,uniswap-v2,3
Blue Ghost-WETH 10000 200 UNI-V3 LP,uniswap-v3,9
BUYNANCE-WETH,uniswap-v2,1
WETH-NCFW,uniswap-v2,266
WETH-RBC,uniswap-v2,3
WETH-0xe4f...332d,uniswap-v2,4
WETH-BURU,uniswap-v2,1
WETH-MNFT,uniswap-v2,2
0x56a...bb60-WETH,uniswap-v2,4
F2E-WETH,uniswap-v2,1
WETH-VSG,uniswap-v2,6
LBTC-inLBTCs 1000 20  UNI-V4 LP,uniswap-v4,1
MEOV-WETH,uniswap-v2,2
DCSnow-WETH,uniswap-v2,261
ATR-WETH,uniswap-v2,2
ESUKA-WETH,uniswap-v2,2
TLOS-CDUT 10000 200 PCS-V3 LP,pancakeswap-v3,1
WETH-SBFI,uniswap-v2,2
SKIPUP-WETH,uniswap-v2,4
BSE-WETH,uniswap-v2,3
BUB-WETH,uniswap-v2,10
WETH-MMTR,uniswap-v2,1
BIAOQING-WETH,uniswap-v2,2
Kiddo-WETH,uniswap-v2,7
Kekius-WETH,uniswap-v2,69
ETH-HEI 590000 11800  UNI-V4 LP,uniswap-v4,3
$OUR-WETH,uniswap-v2,1
DABABY-WETH,uniswap-v2,5
SKELLIE-WETH,sushiswap,3
99goldCOMP-1WETH,balancer,1
LIQGAME-WETH,uniswap-v2,1
osync-WETH,uniswap-v2,2
WETH-FZONE,uniswap-v2,1
Blue Angels-WETH,uniswap-v2,4
WETH-MEME IS FINE,uniswap-v2,2
WETH-0xcaf...39bd,uniswap-v2,5
WETH-MU,uniswap-v2,3
WETH-0xc89...fbbf,uniswap-v2,1
SHOWA-WETH,uniswap-v2,28
doosh-WETH,uniswap-v2,5
WETH-DTH,uniswap-v2,1
6OS-USDT 3000 60 UNI-V3 LP,uniswap-v3,8
SQG-WETH,uniswap-v2,2
0x653...c892-WETH,uniswap-v2,7
Renz-WETH,uniswap-v2,1
WETH-$DORKF,uniswap-v2,1
KOYANE-WETH,uniswap-v2,4
0x854...3bc5-WETH,uniswap-v2,5
Yuuse-WETH 3000 60 UNI-V3 LP,uniswap-v3,5
$LATTE-WETH,uniswap-v2,2
CyOp-WETH,dodo-v2,1
WETH-0xfba...24c5,uniswap-v2,1
WETH-big balls,uniswap-v2,99
0x6ae...d239-WETH,uniswap-v2,2
YOMA4-WETH,uniswap-v2,1
WILLOW-WETH,uniswap-v2,1
WETH-DOGEX,uniswap-v2,216
ETH-0x90c...25a6 10000 200  UNI-V4 LP,uniswap-v4,1
USDC-USTP 500 10 UNI-V3 LP,uniswap-v3,4
PAXG-USDT 500 10 UNI-V3 LP,uniswap-v3,1
MAVIA-WETH,uniswap-v2,1
WETH-0xc2a...5ae3,uniswap-v2,4
PWDR-WETH,uniswap-v2,1
TGT-USDT,uniswap-v2,1
SHIB-SNC 3000 60 UNI-V3 LP,uniswap-v3,2
ARG-WETH,uniswap-v2,2
狗屎币-WETH,uniswap-v2,1
WETH-FATTBOY,uniswap-v2,15
OWLBEAST-WETH,uniswap-v2,10
LIU BEI-WETH,uniswap-v2,1
HXY-WETH,uniswap-v2,1
WETH-ETHI 10000 200 UNI-V3 LP,uniswap-v3,1
AXIE INFINITY,balancer,1
SHARB-WETH,uniswap-v2,1
PISCES-WETH,uniswap-v2,4
BMACC-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
Prjct-WETH,uniswap-v2,1
NMAX-WETH,uniswap-v2,229
WOTRUMP-WETH,uniswap-v2,5
0x2cc...3cc3-WETH,uniswap-v2,5
0x7c4...926c-WETH,uniswap-v2,1
ETH-AUDT 900000 18000  UNI-V4 LP,uniswap-v4,1
OAT-WETH,uniswap-v2,1
WETH-SYNAX,uniswap-v2,39
LATOKEN-WETH,uniswap-v2,14
WETH-0xf3b...4b04 3000 60 UNI-V3 LP,uniswap-v3,3
WETH-FLACK,uniswap-v2,3
SOPHON-WETH,uniswap-v2,1
WETH-MOODENGIUS,uniswap-v2,32
x1-WETH,uniswap-v2,62
$VETH-WETH,uniswap-v2,1
JINJA-WETH,uniswap-v2,2
SHYTO-WETH,uniswap-v2,1
GAMBA-WETH,uniswap-v2,4
0x8d8...6451-WETH,uniswap-v2,4
DogNobi-WETH,uniswap-v2,2
WETH-RAPDOGE,uniswap-v2,1
GYFI-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
Mono-WETH,uniswap-v2,2
0x69a...1667-WETH,uniswap-v2,17
0x9fc...c574-WETH,uniswap-v2,3
Bazinga-WETH,uniswap-v2,3
WETH-Shiba 3.0,uniswap-v2,1
WETH-0xc27...f412 3000 60 UNI-V3 LP,uniswap-v3,2
SHIBL-WETH,uniswap-v2,1
SHEGG-WETH,uniswap-v2,2
KNCC-WETH,uniswap-v2,2
1INCH-WBTC 10000 200 UNI-V3 LP,uniswap-v3,1
DANG-WETH,uniswap-v2,3
LAPOPIUS-WETH,uniswap-v2,15
0x747...ca0e-WETH,uniswap-v2,15
0x4ed...c607-WETH,uniswap-v2,80
Shott-WETH,uniswap-v2,2
EFI-USDC,sushiswap,2
KGPT-WETH,uniswap-v2,2
ETHV-WETH,sushiswap,1
SOC-WETH 3000 60 UNI-V3 LP,uniswap-v3,1
WETH-LAIN,uniswap-v2,1
TAJP2-WETH,uniswap-v2,1
WETH-0xe29...56bf,uniswap-v2,6
Jade-WETH,uniswap-v2,64
DDT-USDC,uniswap-v2,1
YOASOPE-WETH,uniswap-v2,1
WETH-0xf5c...46df,uniswap-v2,5
WETH-HUSKY,sushiswap,1
EVOCHAIN-WETH,uniswap-v2,1
FedShare-WETH,uniswap-v2,1
yANDY-WETH,uniswap-v2,3
WETH-SPHE,uniswap-v2,1
EBC-WETH,uniswap-v2,2
0x3a6...c12b-WETH,uniswap-v2,1
USDC-WTF,uniswap-v2,2
XMR-WETH,uniswap-v2,1
WETH-STUPID,uniswap-v2,2
WETH-SLUTS,uniswap-v2,1
WETH-MOONZ,uniswap-v2,31
WETH-0xf60...a9f5,uniswap-v2,2
LINK-ZUT,uniswap-v2,1
BlockLink-WETH,uniswap-v2,1
0xb32...7d9a-WETH,uniswap-v2,5
WETH-Calvin,uniswap-v2,1
USDC-crvUSD 0 1  UNI-V4 LP,uniswap-v4,1
FUNKYPET-WETH,uniswap-v2,6
TESHA-WETH,uniswap-v2,1
X123-WETH,uniswap-v2,2
MEGAI-WETH,uniswap-v2,1
USDC-MYRIA 20000 400  UNI-V4 LP,uniswap-v4,2
BEERUS-WETH,uniswap-v2,1
$UCK-USDC,uniswap-v2,3
0x7e5...cb85-WETH,uniswap-v2,2
WETH-AI PROTOCOL,uniswap-v2,20
WETH-KOCH,uniswap-v2,3
ETHERVIRUS-WETH,uniswap-v2,4
CDC6600-WETH,uniswap-v2,1
TRUMP24-WETH,uniswap-v2,1
WETH-PEPEPLS,uniswap-v2,1
BSIS-WETH 3000 60 UNI-V3 LP,uniswap-v3,1
WETH-CANNON,uniswap-v2,1
0x6a0...297e-WETH,uniswap-v2,4
0x9ec...334e-WETH,uniswap-v2,3
WETH-RAND,uniswap-v2,1
$SK-WETH,uniswap-v2,1
SQC-WETH,uniswap-v2,1
0x1ee...0ce3-WETH,uniswap-v2,6
WETH-NIA,uniswap-v2,1
PLP-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
BIOV-WETH,uniswap-v2,1
TIRED-WETH,uniswap-v2,1
0x152...ff9e-WETH,uniswap-v2,2
WETH-$CJ,uniswap-v2,1
WETH-Avalon,uniswap-v2,1
0x84b...9867-WETH,uniswap-v2,2
WETH-0xc5b...26ad,uniswap-v2,3
HUMANBONK-WETH,uniswap-v2,26
OROCHI-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
ETH-LUDUS 3000 60  UNI-V4 LP,uniswap-v4,2
ETH-BTM 900000 18000  UNI-V4 LP,uniswap-v4,1
0x4e2...a806-WETH,uniswap-v2,1
EXCH-WETH,uniswap-v2,7
WETH-$ZIMA,uniswap-v2,1
0xd81...96f5-VETH,uniswap-v2,1
MILLION-WETH,uniswap-v2,1
WETH-T401K,uniswap-v2,1
WETH-0xea3...a07e,uniswap-v2,3
GTEST-WETH,uniswap-v2,4
WETH-LUC,uniswap-v2,1
COCOROPE-WETH,uniswap-v2,28
WETH-Pup,uniswap-v2,3
CASHP-WETH,uniswap-v2,1
TRAT-WETH,uniswap-v2,1
Z3-DAI,uniswap-v2,13
0x28f...ee13-WETH,uniswap-v2,4
0x6f9...aff3-USDT,uniswap-v2,10
WETH-0xdc8...182b,uniswap-v2,1
ABT-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
SHARX-WETH,uniswap-v2,1
WAGINU-WETH 100 1 UNI-V3 LP,uniswap-v3,2
🐰-WETH,uniswap-v2,1
Pepe𝕏-WETH,uniswap-v2,3
ARENAI-WETH,uniswap-v2,58
≡-WETH,uniswap-v2,149
WETH-0xf05...9210,uniswap-v2,4
WETH-SPOO,uniswap-v2,1
WETH-ALLOY,uniswap-v2,3
WETH-WOF,uniswap-v2,400
$NOTMN-WETH,uniswap-v2,2
PRUH-WETH,uniswap-v2,1
HASHIB-WETH,uniswap-v2,473
POR-WETH,uniswap-v2,2
WETH-Turbo,uniswap-v2,9
WETH-FLX,uniswap-v2,433
WETH-0xd0b...5335,uniswap-v2,8
FADE-WETH,uniswap-v2,1
FTM-WETH,woofi,2
0x161...fc78-WETH,uniswap-v2,2
0xbc3...d113-WETH,uniswap-v2,6
CDSW-WETH,uniswap-v2,17
WETH-BLADYS,uniswap-v2,1
CONS041-WETH,uniswap-v2,3
PEPEBOT-WETH,uniswap-v2,1
ETH-0xf9c...f1a8 500 10  UNI-V4 LP,uniswap-v4,4
ERNIE4-WETH,uniswap-v2,6
WETH-BTCS,dodo-v2,8
HINAGI-WETH,uniswap-v2,637
WETH-DORAMA,uniswap-v2,32
ETH-IDEA 300000 6000  UNI-V4 LP,uniswap-v4,3
0x542...6c69-WETH,uniswap-v2,2
WETH-T-Robotaxis,uniswap-v2,32
Nerd-WETH,uniswap-v2,2
Lizard-WETH,uniswap-v2,4
SDEX-USDT,sushiswap,10
比特币 -WETH,uniswap-v2,1
0xaaf...83a3-WETH,uniswap-v2,1
SMT-USDC,uniswap-v2,5
RATDEN-WETH,uniswap-v2,3
USD.T-USDT 500 10  UNI-V4 LP,uniswap-v4,7
0x053...1a39-WETH,uniswap-v2,1
MCURSE-WETH,uniswap-v2,57
WETH-DUCKSEEK,uniswap-v2,19
PEZE-WETH,uniswap-v2,1
WETH-OPTIG,uniswap-v2,4
APLC-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
PEPES-USDT,uniswap-v2,1
synHAULX-HAULX,uniswap-v2,1
USDT-0xfb5...d4c0 100 1  UNI-V4 LP,uniswap-v4,1
chip-WETH,uniswap-v2,1
coin-WETH,uniswap-v2,22
WETH-MKNW,uniswap-v2,36
0xb4c...39a3-WETH,uniswap-v2,1
GFLAG-WETH,uniswap-v2,1
WETH-XWOMAN,uniswap-v2,1
ERC-4337-WETH,uniswap-v2,2
WBTC-ETP,uniswap-v2,1
MOONDUST-WETH,uniswap-v2,2
WETH-NIM,uniswap-v2,3
LEVEN-WETH,uniswap-v2,3
DONG-WETH,uniswap-v2,207
BONE-USDC,uniswap-v2,2
cFUR-WETH,uniswap-v2,1
TAX-TEST-USDC,uniswap-v2,3
WETH-0xd32...1e51,pancakeswap-v2,1
WETH-ElonTest,uniswap-v2,3
GROKX-WETH,uniswap-v2,3
0x48b...6196-WETH,pancakeswap-v2,2
DAI-USDT,woofi,1
GrokCEO-WETH,uniswap-v2,2
0x186...0c06-WETH,uniswap-v2,3
WETH-MAXIMUS 3000 60 UNI-V3 LP,uniswap-v3,2
ETH-MONO 900000 18000  UNI-V4 LP,uniswap-v4,1
WETH-DOGEOFFICE,uniswap-v2,213
0x79e...30f3-WETH,uniswap-v2,5
0x20c...319e-WETH,uniswap-v2,1
TULP-WETH,uniswap-v2,1
WETH-AMEN,uniswap-v2,124
WETH-PERCY,uniswap-v2,66
Clown-WETH,uniswap-v2,1
FROJ-WETH,uniswap-v2,4
Shiruto-WETH,uniswap-v2,2
$Bros-WETH,uniswap-v2,4
WETH-CLEO,uniswap-v2,3
Pucca-WETH,uniswap-v2,1
0xb42...1b02-WETH,uniswap-v2,3
Jabba-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
EDELMAN-WETH,uniswap-v2,276
WETH-Tony,uniswap-v2,54
PEPE -WETH,uniswap-v2,4
ENB-WETH,uniswap-v2,4
P三VM三-WETH,uniswap-v2,1
WETH-$PVD,uniswap-v2,1
0xadc...4915-WETH,uniswap-v2,8
ETH-SCT 3000 60  UNI-V4 LP,uniswap-v4,6
BinanceDog-WETH,uniswap-v2,1
Planet2.0-WETH,uniswap-v2,1
WISH-WETH,uniswap-v2,4
WOICH-USDT,uniswap-v2,1
DINERO-USDC,woofi,1
P3D-WETH,uniswap-v2,159
WINNIE-WETH,uniswap-v2,7
BabyGROK-WETH,uniswap-v2,1
0x0d6...6b34-WETH,pancakeswap-v2,1
WETH-0xc17...a30e,uniswap-v2,4
TREAT-WETH,sushiswap,1
CLRX-WETH,sushiswap,1
UNCOOL-WETH,sushiswap,4
𝕏❤️𝕏-WETH,uniswap-v2,1
WETH-DDUMP,uniswap-v2,8
WETH-0xc2e...55f7,uniswap-v2,1
PONDY-WETH,uniswap-v2,2
CLC-USDT,uniswap-v2,15
JUNKIE-WETH,uniswap-v2,1
WETH-FLAME,uniswap-v2,7
WETH-0xd09...b0c3,uniswap-v2,6
HOT-WETH 3000 60 UNI-V3 LP,uniswap-v3,2
Party-WETH 3000 60 UNI-V3 LP,uniswap-v3,3
WETH-BILLY,uniswap-v2,6
WETH-PRVX 3000 60 UNI-V3 LP,uniswap-v3,1
WETH-こたろう先生,uniswap-v2,2
WETH-ENSAI,uniswap-v2,1
svETH-wstETH 3000 60 UNI-V3 LP,uniswap-v3,1
WETH-NLINK,uniswap-v2,4
WETH-0xefd...abc2,uniswap-v2,4
0x4b8...90ac-WETH,uniswap-v2,1
STrump-WETH,uniswap-v2,1
WETH-OTIS,uniswap-v2,7
0xa7f...ecaa-WETH 3000 60 UNI-V3 LP,uniswap-v3,5
0x148...f553-WETH,uniswap-v2,5
0x99b...1539-WETH,uniswap-v2,7
GRO-USDT,uniswap-v2,12
PUBLX-USDC 3000 60 UNI-V3 LP,uniswap-v3,1
USDT-USDT 5000 100  UNI-V4 LP,uniswap-v4,2
Xi-USDC,uniswap-v2,4
0x217...165d-WETH,sushiswap,1
Joao-WETH,uniswap-v2,3
LADS-WETH,uniswap-v2,46
POW3R-WETH,uniswap-v2,3
SPACELON-WETH,uniswap-v2,2
WETH-fc-stETH 3000 60 UNI-V3 LP,uniswap-v3,2
WETH-JCC,uniswap-v2,1
SolX-WETH,uniswap-v2,1
KOROKO-WETH,uniswap-v2,81
WETH-NETBRIDGE,dodo-v2,1
ETH-RUSTY 42000 840  UNI-V4 LP,uniswap-v4,3
MSP-WETH,uniswap-v2,7
0x885...df4b-WETH,uniswap-v2,6
ALPH-WETH,uniswap-v2,2
FEG-GRPFT,shibaswap,1
🍣-WETH,sushiswap,3
BabyCatizen-WETH,uniswap-v2,1
PEPINA-WETH,uniswap-v2,2
AceD-WETH,uniswap-v2,3
FROZEN-WETH,uniswap-v2,2
ETH-0x7ba...e4bb 3000 60  UNI-V4 LP,uniswap-v4,1
0x8cc...b1c4-WETH,uniswap-v2,4
BGLD-WETH,uniswap-v2,2
tsla-WETH,uniswap-v2,3
HEEHEE-WETH,uniswap-v2,2
XST-WETH,uniswap-v2,1
0x387...186a-WETH,uniswap-v2,1
FLOKAI-WETH,uniswap-v2,22
BleYd-WETH,uniswap-v2,3
UtilAI-WETH,uniswap-v2,4
0xb11...242a-WETH,uniswap-v2,1
WETH-Sushi,uniswap-v2,1
🐟-UniFi,uniswap-v2,1
0x142...3f41-WETH,uniswap-v2,3
MVC-WETH,uniswap-v2,4
ALLBI-WETH,uniswap-v2,1
WETH-PUPU,uniswap-v2,2
PREAD-WETH,uniswap-v2,3
BITHASH-WETH,uniswap-v2,1
USHIBA-WETH,sushiswap,2
SHIBAREUM-WETH,uniswap-v2,1
FALAFEL-WETH,uniswap-v2,1
WBTC-ACXT,uniswap-v2,1
BULLSEYE-WETH,uniswap-v2,1
ICHI-GNO 3000 60 UNI-V3 LP,uniswap-v3,1
0x47b...338e-WETH,uniswap-v2,1
BDHM-WETH,uniswap-v2,1
CTAN-WETH,uniswap-v2,79
WETH-MOOK,uniswap-v2,1
EXVG-WETH,uniswap-v2,1
MNTX-WETH 10000 200 UNI-V3 LP,uniswap-v3,2
0x0c1...7108-WETH,uniswap-v2,1
WETH-MCDONALDS,uniswap-v2,1
ETH-0x997...e311 3000 60  UNI-V4 LP,uniswap-v4,1
$8GB-WETH,uniswap-v2,2
WETH-YFTP,uniswap-v2,2
RCR-WETH,uniswap-v2,2
MOM-WETH,pancakeswap-v2,1
DAI-MER,uniswap-v2,1
WETH-BLNK,uniswap-v2,1
TSUKA-FREE,uniswap-v2,3
0x6f7...c53e-WETH,uniswap-v2,3
WETH-ae13-mev,uniswap-v2,2
DAI-SMDX,uniswap-v2,1
BABYETHEREUM-WETH,uniswap-v2,1
WETH-STFU,uniswap-v2,1
0x132...e3e0-WETH,uniswap-v2,2
WETH-0xf89...f314,uniswap-v2,6
MYC-TCR 500 10 UNI-V3 LP,uniswap-v3,2
DEGEN PAD-WETH,uniswap-v2,19
0xa5b...bd0e-WETH,uniswap-v2,3
SPANK-PSP 10000 200 UNI-V3 LP,uniswap-v3,2
Ironclad-WETH,uniswap-v2,1
BABYHONK-WETH,uniswap-v2,1
Nockchain-WETH,uniswap-v2,1
FLT-WETH,uniswap-v2,12
0x76f...1321-WETH,uniswap-v2,3
SHIBARIO-WETH,uniswap-v2,1
0xbaf...48f1-WETH,uniswap-v2,4
SHIB-BRUNO,shibaswap,1
GhostBlade-WETH,uniswap-v2,1
0x427...7e5a-WETH,uniswap-v2,1
0xbad...164a-WETH,uniswap-v2,3
0xcd5...52be-USDT,uniswap-v2,1
BCNT-USDT 3000 60  UNI-V4 LP,uniswap-v4,3
SUSHI-LSD,sushiswap,1
$SMOLD-WETH,uniswap-v2,4
0x338...ea19-WETH,uniswap-v2,1
0x953...9541-WETH,uniswap-v2,6
WETH-0xCode,uniswap-v2,2
WETH-BOTAI,uniswap-v2,1
REEE-RLLL 8388608 60 0x395f0a0cb3898d9ed82d63358e528b1989d45080 UNI-V4 LP,uniswap-v4,3
WETH-TEAMHUMANITY,uniswap-v2,1
SQUIGL-WETH,uniswap-v2,7
WETH-VIME,uniswap-v2,3
0x0b5...b152-WETH 3000 60 UNI-V3 LP,uniswap-v3,4
0x0a4...d4e5-WETH 10000 200 UNI-V3 LP,uniswap-v3,1
